Instance,Time,Cost,FacilityState,CustomerState
45,0.216,8923,1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 1 0 ,6 18 6 17 8 18 17 18 18 0 0 0 17 0 0 6 18 6 6 6 0 12 6 17 8 18 17 18 17 0 18 8 17 6 6 6 18 0 18 10 18 0 18 18 17 8 12 6 17 6 0 0 17 18 6 17 17 12 12 17 8 18 17 18 0 17 6 17 17 8 12 17 8 18 6 12 0 18 6 17 
46,0.209,7933,0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 ,2 19 19 19 19 7 2 19 24 7 2 2 7 7 24 7 7 7 2 19 24 2 2 7 19 7 2 2 7 19 2 7 2 7 24 7 19 2 19 2 7 7 19 19 2 19 19 2 2 19 24 19 19 24 24 24 24 24 7 24 19 7 24 24 7 7 19 7 24 24 
47,0.306,12837,1 1 0 0 1 1 1 1 1 0 ,4 4 0 8 6 5 7 8 7 7 6 4 1 6 7 7 8 8 8 7 4 8 6 5 7 7 0 5 7 8 1 6 6 6 7 0 5 7 5 7 0 6 1 7 0 5 7 7 5 7 0 4 1 1 5 7 1 6 0 5 6 7 0 5 7 0 6 8 4 5 0 0 5 7 0 6 6 5 7 7 0 1 4 4 6 1 5 7 6 5 
48,0.217,10163,1 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 ,2 2 12 0 2 0 12 0 12 2 9 18 13 0 1 18 18 0 1 18 18 2 1 0 18 2 1 0 18 2 1 0 18 13 13 0 18 18 1 0 18 18 2 2 18 18 2 9 18 13 13 9 18 12 12 9 2 12 18 2 0 12 18 1 2 13 18 12 0 13 13 9 0 0 9 13 2 1 9 18 
49,0.22,8261,1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 ,0 22 10 27 27 0 22 10 22 22 1 22 0 27 16 22 27 10 27 16 1 22 0 16 0 27 16 0 16 0 27 10 22 22 0 27 0 16 16 1 27 0 16 16 27 22 1 22 22 27 27 10 22 0 27 10 16 27 10 22 10 10 22 0 22 10 22 16 1 27 
50,0.272,8960,1 1 1 0 0 1 1 1 1 1 ,5 1 0 9 0 5 8 2 8 6 5 2 6 6 1 2 0 2 8 5 5 7 6 6 5 9 8 5 7 5 0 1 7 2 9 0 8 5 7 5 2 1 7 2 9 2 7 5 7 5 6 7 6 5 5 1 8 5 7 5 5 2 0 9 0 2 7 2 8 6 0 7 6 0 9 1 9 5 7 5 0 7 6 9 7 1 8 5 7 5 5 5 6 6 1 9 0 2 8 0 
51,0.248,8984,0 0 0 0 0 1 0 1 0 1 1 0 0 0 1 0 0 0 0 1 ,5 19 14 14 10 5 10 10 9 9 5 10 19 9 7 5 7 9 19 7 5 19 19 19 14 10 10 19 9 7 5 19 19 14 10 19 7 10 9 7 5 7 19 19 7 5 7 19 19 7 5 19 14 14 14 5 7 19 7 14 5 7 19 9 10 5 19 19 19 10 5 5 14 19 7 19 7 10 10 7 7 7 19 9 7 5 7 10 19 7 5 19 19 14 10 19 7 10 19 7 
52,0.572,14534,1 1 0 1 1 0 1 1 1 1 ,6 3 3 6 6 4 4 3 9 0 7 9 3 6 3 3 6 9 0 3 6 3 3 8 4 4 7 9 7 7 8 3 3 6 6 6 4 3 6 7 8 3 3 8 6 4 4 7 1 7 6 9 3 1 8 0 6 9 4 4 0 1 3 8 1 3 0 1 0 0 7 3 3 8 4 4 7 7 7 7 8 9 3 3 8 1 3 3 4 4 7 7 9 1 9 0 6 9 4 4 
53,0.22,12221,0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 ,19 3 15 4 15 11 3 11 4 19 19 3 15 19 3 19 3 11 4 11 19 3 11 4 19 4 3 4 4 19 11 3 19 4 19 11 3 11 4 19 19 3 15 19 11 19 11 15 3 4 11 3 11 4 19 19 3 15 4 11 9 3 11 4 3 19 3 11 4 3 11 3 15 19 15 19 3 15 3 4 4 19 19 19 19 4 19 15 11 15 4 19 3 11 19 11 3 11 4 19 
54,1.174,14120,1 1 1 1 1 1 0 0 1 1 ,4 0 0 9 2 4 4 8 5 0 4 9 3 3 2 1 4 4 8 0 4 3 2 5 2 1 4 4 8 0 4 2 3 5 8 0 4 4 5 0 4 0 2 3 2 1 4 4 5 0 4 9 2 3 2 4 5 3 8 8 4 9 3 9 0 4 8 1 5 5 2 0 2 3 2 1 4 4 8 0 4 9 3 9 2 0 4 4 9 0 0 3 2 3 2 1 4 4 8 5 
55,0.283,11269,1 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 ,19 19 6 6 9 19 0 6 6 9 19 2 6 4 19 19 0 0 4 9 4 2 2 6 19 4 0 2 4 6 4 2 2 4 6 19 19 0 4 9 4 2 2 4 19 4 19 0 4 2 19 19 0 4 9 19 19 2 0 6 19 6 6 6 6 19 19 2 4 2 19 6 6 4 9 4 2 2 4 2 4 2 2 4 2 0 2 6 4 19 0 6 4 4 9 19 19 0 6 9 
56,0.349,26439,0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 1 ,19 20 1 8 9 1 8 3 14 25 9 4 8 14 9 16 14 16 16 20 16 16 4 19 17 8 5 22 3 16 4 25 14 3 9 16 14 16 5 17 1 25 8 1 3 22 3 5 22 19 17 14 1 4 17 28 5 5 14 1 17 11 13 25 4 4 5 14 9 4 19 3 19 8 22 9 16 17 3 14 5 25 11 3 20 22 4 3 4 5 9 29 19 11 29 17 20 29 22 3 29 17 19 11 11 19 1 11 13 9 25 1 29 1 29 17 20 8 11 3 20 28 29 13 28 11 16 20 8 16 28 25 14 9 16 28 5 5 14 1 29 17 19 17 11 19 11 8 13 9 8 11 1 22 4 25 5 29 22 17 3 20 19 17 11 13 9 25 29 22 14 14 5 20 25 22 4 14 22 4 3 4 28 22 28 11 29 1 28 20 16 8 28 20 8 22 4 1 9 8 
57,0.347,31864,0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 1 ,19 20 1 8 9 3 8 3 4 25 9 4 8 14 9 11 14 16 16 20 16 16 4 19 17 8 25 22 3 16 4 25 14 3 9 16 1 16 28 17 1 25 8 1 3 17 3 16 22 22 17 14 1 4 17 4 5 5 14 1 17 11 13 25 4 4 5 14 9 5 29 3 19 8 22 9 16 22 3 14 5 25 11 3 20 22 4 14 14 5 9 29 19 11 29 17 20 19 11 3 29 9 19 11 25 19 1 11 13 9 25 1 29 1 29 17 20 8 11 3 20 28 29 13 28 11 16 20 8 16 28 25 13 9 16 28 5 5 22 1 29 17 19 17 11 19 11 8 13 9 8 11 5 22 4 25 5 29 22 17 3 20 19 17 11 13 9 25 19 22 17 14 5 20 25 22 4 14 14 4 3 4 28 22 28 11 29 1 28 29 16 8 28 20 8 22 4 1 14 8 
58,0.335,43795,0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 1 ,19 20 1 8 9 1 8 3 4 25 9 4 8 14 9 16 14 16 16 20 16 16 4 19 17 8 25 22 3 14 4 25 14 3 9 16 14 16 5 17 1 25 5 1 3 22 3 16 22 19 17 14 1 4 17 4 29 5 14 1 17 11 13 25 4 4 5 14 9 5 20 3 19 8 22 9 16 22 3 14 5 25 11 3 20 5 4 3 14 5 9 29 19 8 29 17 20 29 22 3 29 9 19 11 11 19 1 11 13 9 25 1 29 1 29 17 20 8 11 3 25 28 29 13 28 3 16 20 8 16 28 25 14 9 16 13 5 5 22 1 4 17 19 17 11 19 11 8 13 9 8 11 5 22 4 25 5 29 22 17 3 20 19 17 11 13 9 25 19 22 17 14 1 20 25 22 11 14 14 4 3 4 28 22 28 11 29 1 28 29 16 8 28 20 8 17 4 1 22 8 
59,0.351,35278,0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 1 ,19 20 1 8 9 3 8 3 4 25 9 4 8 14 9 11 14 16 16 20 16 16 4 19 17 8 25 22 3 16 4 25 14 3 9 16 14 16 5 5 1 25 8 1 3 22 3 5 22 19 17 14 1 4 17 4 1 5 14 1 17 11 13 25 4 4 5 14 9 5 19 22 19 8 22 9 16 17 3 14 5 25 11 3 20 22 4 3 14 5 9 29 19 11 29 17 20 29 22 3 29 9 19 11 25 19 1 11 13 9 25 1 29 1 29 17 20 8 11 3 20 28 29 13 28 11 16 20 8 16 28 25 13 9 16 28 5 5 14 1 29 17 19 11 11 19 11 8 13 9 8 11 1 22 4 25 5 29 22 17 3 20 19 17 11 13 9 25 29 22 17 14 5 20 25 22 4 14 14 4 3 4 28 22 28 5 29 1 28 20 16 8 28 20 8 22 4 1 14 8 
60,0.336,28099,0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 ,11 20 1 8 19 3 8 3 4 5 19 4 8 14 3 11 14 19 5 20 29 14 20 19 14 8 5 20 3 14 4 5 14 3 4 14 14 19 5 5 1 5 11 1 3 22 3 5 22 22 3 14 5 4 29 4 5 5 14 1 1 11 22 29 4 4 19 3 14 4 19 3 11 8 22 19 22 22 3 14 1 5 11 3 20 5 4 14 14 8 19 29 11 8 29 4 20 29 22 3 29 3 19 11 5 19 1 11 11 11 1 1 29 1 4 11 20 8 11 3 20 29 29 22 1 11 14 20 8 29 4 8 14 22 29 4 5 29 14 1 29 22 19 4 11 19 11 8 22 19 8 11 5 22 4 14 5 29 22 1 3 8 1 8 11 19 8 5 29 22 14 14 5 20 11 4 4 1 22 4 3 4 19 22 1 11 29 1 8 29 22 8 1 20 8 22 4 1 3 8 
61,0.335,30437,0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 ,3 20 1 8 19 3 8 3 4 5 19 4 8 14 3 11 14 19 5 20 22 14 20 19 14 8 5 22 3 14 4 5 14 3 4 11 14 19 20 20 1 5 8 1 3 22 3 5 22 19 3 14 5 4 29 4 5 5 14 1 1 11 22 29 4 4 19 14 14 4 29 3 11 8 22 19 22 22 3 14 5 5 11 3 20 5 4 3 14 5 19 29 11 8 29 4 20 29 22 3 29 3 19 11 5 19 1 14 11 11 1 1 29 1 29 11 20 8 11 3 20 29 29 22 1 5 14 20 8 29 4 8 14 22 29 4 5 29 14 1 4 22 19 11 11 19 11 8 11 20 8 11 5 22 4 14 1 29 22 1 3 8 19 4 11 19 8 5 29 22 3 14 5 20 11 22 4 14 14 4 3 4 19 22 1 11 29 1 8 29 22 8 1 20 8 22 4 1 3 8 
62,0.33,38326,0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 ,4 20 1 8 19 3 8 3 4 5 19 4 8 14 3 11 14 19 29 20 29 14 4 19 14 8 5 22 3 14 4 5 14 3 4 11 1 19 5 20 1 5 8 1 3 22 3 5 22 19 3 14 5 22 29 4 5 5 14 1 1 11 22 29 4 4 19 14 14 4 19 3 19 8 14 19 22 4 3 14 5 5 11 3 20 5 4 3 14 8 19 29 11 8 29 4 20 29 11 3 29 3 19 11 5 19 1 11 11 11 1 1 29 1 29 11 20 8 11 3 20 29 29 22 1 11 14 20 8 29 4 8 14 22 29 4 5 5 14 1 4 22 19 11 11 19 11 8 29 19 8 11 5 22 4 14 5 29 22 1 3 8 1 22 11 3 8 5 29 22 14 14 5 20 11 22 11 14 22 4 3 4 19 22 1 11 29 1 8 20 22 8 1 20 8 22 4 1 3 8 
63,0.341,34133,0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 ,4 20 1 8 19 3 8 3 4 5 19 4 8 14 3 11 14 19 5 20 22 14 4 19 14 8 5 22 3 14 4 5 14 3 4 3 14 19 20 20 1 5 8 1 3 22 3 5 22 19 3 14 5 22 29 4 5 5 14 1 1 11 22 29 4 4 19 3 14 4 29 22 19 8 22 19 22 22 3 14 5 5 11 1 20 5 4 3 14 8 19 29 11 8 29 4 20 29 11 3 29 3 19 11 5 19 1 11 11 11 1 1 29 1 29 11 20 8 11 3 20 29 29 22 1 5 14 20 8 29 4 8 14 22 29 14 5 29 14 1 4 22 19 11 11 19 11 8 11 19 8 11 5 22 4 14 1 29 22 1 3 8 19 4 11 3 8 5 29 22 3 14 5 20 11 4 11 14 14 4 3 4 19 22 1 11 29 1 8 29 22 8 1 20 8 5 4 1 3 8 
64,0.321,29511,0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,19 20 1 8 11 3 8 3 14 8 19 22 8 14 27 11 14 19 11 20 22 14 20 19 14 8 27 22 3 14 11 8 14 3 27 27 14 19 22 20 1 1 8 1 3 22 3 8 22 19 3 14 1 27 11 14 1 27 14 1 27 27 22 20 8 27 19 14 14 8 19 3 19 8 22 19 22 11 3 14 14 1 11 3 20 22 3 14 14 8 19 3 27 27 11 27 20 8 11 3 22 3 19 11 27 19 1 11 11 11 1 1 22 1 14 11 20 8 11 3 20 8 19 22 1 11 14 20 8 27 20 8 14 27 22 14 1 27 14 1 22 22 19 11 11 19 11 8 11 19 8 11 1 22 3 27 1 19 22 1 3 8 19 22 11 11 8 1 19 22 14 14 1 20 11 22 20 14 27 3 3 20 19 22 1 11 27 1 8 20 22 8 1 20 8 22 11 1 27 8 
65,0.329,34201,0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 ,3 20 1 8 19 3 1 3 14 8 19 22 8 14 3 11 14 19 11 20 22 14 20 19 14 8 19 20 3 14 11 8 14 3 3 14 1 19 22 20 1 1 8 1 3 22 3 8 22 19 3 14 1 22 11 14 1 14 14 1 1 11 22 20 8 8 19 3 1 8 19 3 19 8 22 19 22 20 3 14 14 1 11 3 20 11 3 14 14 8 19 3 11 8 11 22 20 8 11 3 22 3 19 11 14 19 1 11 11 11 1 1 22 1 14 11 20 8 11 3 20 8 19 22 1 3 14 20 8 20 20 8 14 22 22 14 1 14 14 1 22 22 19 11 11 19 11 8 11 19 8 11 1 22 3 14 1 19 22 1 3 20 1 22 11 11 8 1 19 22 3 14 1 20 11 22 20 14 14 3 3 20 19 22 1 11 8 1 8 20 22 8 1 20 8 19 11 1 3 8 
66,0.346,39872,0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 ,19 20 1 8 19 3 8 3 14 8 19 22 8 14 3 11 14 19 1 20 1 14 20 19 14 8 8 20 3 14 11 3 14 3 3 11 14 19 22 20 1 1 8 1 3 22 3 8 22 19 3 14 1 22 11 14 1 14 14 1 1 11 22 20 19 8 19 3 1 8 19 3 19 8 22 19 22 22 3 14 1 1 11 3 20 22 3 3 14 8 19 3 11 8 14 14 20 8 11 3 3 3 19 11 11 14 1 11 11 11 1 1 22 1 3 11 20 8 22 3 20 8 19 22 1 3 14 20 8 20 20 8 14 22 22 14 1 8 14 1 3 22 19 11 11 19 11 8 11 19 8 11 1 22 3 14 1 19 22 1 3 20 19 22 11 11 11 1 19 22 14 14 1 20 11 22 20 14 14 3 3 20 19 22 1 11 8 1 8 20 22 8 1 20 8 22 11 1 11 8 
67,0.339,33438,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 1 ,19 20 1 8 14 3 8 3 4 4 19 4 8 14 27 11 14 19 29 20 22 14 20 19 14 8 29 20 3 14 4 19 14 3 4 27 14 19 20 20 1 1 11 1 3 22 3 8 22 19 3 14 1 27 4 4 29 29 14 1 27 27 22 29 4 27 19 14 27 4 19 3 27 8 22 19 22 22 3 14 1 29 11 3 20 22 4 3 14 4 19 29 27 27 29 27 20 29 11 3 29 3 19 11 27 19 1 11 11 11 1 1 29 1 29 11 1 8 11 3 20 29 29 22 1 11 14 20 8 27 20 8 14 27 4 14 1 29 14 1 4 22 19 11 11 19 11 8 11 22 8 11 1 22 4 27 14 29 22 1 3 8 19 4 11 11 8 1 29 22 27 14 1 20 11 22 4 14 27 4 3 4 19 22 1 11 29 1 8 29 22 8 1 20 8 22 4 1 27 8 
68,0.328,29646,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,19 20 1 8 11 3 8 3 4 8 20 4 8 14 27 11 1 19 11 20 22 14 20 19 14 8 27 22 3 14 11 8 14 3 4 27 14 19 22 20 1 1 8 1 3 22 3 8 22 19 3 14 1 4 4 14 1 27 14 1 27 27 22 20 3 4 3 14 14 8 19 3 19 8 22 19 22 11 3 14 14 1 11 3 20 22 4 14 14 8 19 3 27 27 11 4 20 8 11 3 3 3 19 11 27 19 11 11 11 11 1 1 22 1 3 11 20 8 11 3 20 4 19 22 1 3 14 20 8 27 4 8 14 27 22 4 1 27 22 1 4 22 19 11 11 19 11 8 11 19 8 11 1 22 4 27 1 19 22 1 3 8 1 22 11 11 8 1 22 22 27 14 1 20 11 22 4 14 27 3 3 20 19 22 1 11 27 1 8 20 22 8 1 20 8 4 4 1 27 8 
69,0.34,32326,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,19 20 1 8 19 3 8 3 4 4 20 4 8 14 27 11 1 19 11 20 22 14 4 19 14 8 27 20 3 27 11 8 14 3 4 27 1 19 22 20 1 1 8 1 3 22 3 8 22 22 3 14 1 27 4 14 1 27 14 1 27 27 22 20 8 27 19 14 14 11 19 3 27 8 22 19 22 22 3 14 1 1 11 3 20 22 4 14 14 8 19 3 27 27 4 4 20 8 11 3 4 3 19 11 27 19 1 11 11 11 1 1 22 1 14 11 20 8 11 3 20 4 8 22 1 11 14 20 8 27 4 8 14 27 8 14 1 27 14 1 4 22 19 11 11 19 11 8 11 19 8 11 1 22 4 27 1 19 22 1 3 8 19 22 11 11 11 20 19 22 27 14 1 20 11 22 4 14 27 3 3 20 1 22 11 11 27 1 8 20 22 8 1 20 8 22 4 1 27 8 
70,0.336,39517,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,19 20 1 8 11 3 8 3 4 8 20 4 8 14 27 11 1 19 11 20 27 14 20 19 14 8 27 22 3 14 11 8 14 3 4 27 14 19 22 20 1 1 8 1 3 22 3 8 22 19 3 14 1 27 4 14 20 27 14 1 27 27 22 20 15 27 19 27 14 4 19 3 19 8 22 19 22 4 3 14 14 1 11 3 20 22 4 3 14 8 19 3 27 27 11 4 20 8 11 3 22 3 19 11 27 19 1 11 11 11 1 1 22 1 4 11 20 8 11 3 20 4 19 22 1 11 14 20 8 27 4 8 14 27 11 14 1 27 14 1 22 22 27 11 11 19 11 8 11 19 8 11 1 22 4 27 1 19 22 1 3 8 1 22 11 11 8 20 19 22 14 14 3 20 11 22 4 1 27 4 3 4 1 22 1 11 27 1 8 20 22 8 1 20 8 22 4 1 27 8 
71,0.325,35874,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,19 20 1 8 19 3 8 3 4 4 19 4 8 14 27 11 14 19 1 20 22 14 4 19 14 8 27 22 3 14 11 8 14 3 4 27 14 19 20 20 1 1 8 1 3 22 3 8 22 19 3 14 1 27 11 14 20 27 14 1 27 27 22 20 8 27 3 27 14 4 19 3 19 8 22 19 22 22 3 14 14 1 11 3 20 22 4 3 14 8 19 3 27 27 11 4 20 8 11 3 4 3 19 11 27 19 1 11 11 11 1 1 22 1 4 11 20 8 11 3 20 4 8 22 1 11 14 20 8 27 4 8 14 27 11 14 1 27 22 1 22 22 19 11 11 19 11 8 11 19 8 11 1 22 4 27 1 19 22 1 3 8 1 22 11 11 8 1 22 22 27 14 1 20 11 22 11 14 27 3 3 20 1 22 11 11 27 1 8 20 22 8 1 20 8 4 4 1 27 8 